 Cell_Line,Editing_Strategy,Gene,Matched_Variant_Count,VCF_Output
WTC_variants_PASS,CRISPRoff,FGB,0,NA
cN8-hNIL,indels,FGB,0,NA
KOLF2-ARID2-A02,indels,FGB,1,final_intersections_var/KOLF2-ARID2-A02_FGB_indels_shared.vcf.gz
WTB_variants_PASS,indels,FGB,0,NA
WTC_variants_PASS,indels,FGB,0,NA
cN8-hNIL,base_edits,FGB,0,NA
KOLF2-ARID2-A02,base_edits,FGB,0,NA
WTB_variants_PASS,base_edits,FGB,0,NA
WTC_variants_PASS,base_edits,FGB,0,NA
cN8-hNIL,CRISPRoff,FGFR3,3,final_intersections_var/cN8-hNIL_FGFR3_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,FGFR3,0,NA
WTB_variants_PASS,CRISPRoff,FGFR3,0,NA
WTC_variants_PASS,CRISPRoff,FGFR3,0,NA
cN8-hNIL,indels,FGFR3,2,final_intersections_var/cN8-hNIL_FGFR3_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,FGFR3,0,NA
WTB_variants_PASS,indels,FGFR3,0,NA
WTC_variants_PASS,indels,FGFR3,0,NA
cN8-hNIL,base_edits,FGFR3,1,final_intersections_var/cN8-hNIL_FGFR3_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,FGFR3,0,NA
WTB_variants_PASS,base_edits,FGFR3,0,NA
WTC_variants_PASS,base_edits,FGFR3,0,NA
cN8-hNIL,CRISPRoff,FLT4,0,NA
KOLF2-ARID2-A02,CRISPRoff,FLT4,0,NA
WTB_variants_PASS,CRISPRoff,FLT4,4,final_intersections_var/WTB_variants_PASS_FLT4_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,FLT4,1,final_intersections_var/WTC_variants_PASS_FLT4_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,FLT4,1,final_intersections_var/cN8-hNIL_FLT4_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,FLT4,0,NA
WTB_variants_PASS,indels,FLT4,0,NA
WTC_variants_PASS,indels,FLT4,0,NA
cN8-hNIL,base_edits,FLT4,1,final_intersections_var/cN8-hNIL_FLT4_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,FLT4,0,NA
WTB_variants_PASS,base_edits,FLT4,0,NA
WTC_variants_PASS,base_edits,FLT4,0,NA
cN8-hNIL,CRISPRoff,FN1,0,NA
KOLF2-ARID2-A02,CRISPRoff,FN1,0,NA
WTB_variants_PASS,CRISPRoff,FN1,0,NA
WTC_variants_PASS,CRISPRoff,FN1,0,NA
cN8-hNIL,indels,FN1,1,final_intersections_var/cN8-hNIL_FN1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,FN1,3,final_intersections_var/KOLF2-ARID2-A02_FN1_indels_shared.vcf.gz
WTB_variants_PASS,indels,FN1,0,NA
WTC_variants_PASS,indels,FN1,2,final_intersections_var/WTC_variants_PASS_FN1_indels_shared.vcf.gz
cN8-hNIL,base_edits,FN1,3,final_intersections_var/cN8-hNIL_FN1_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,FN1,4,final_intersections_var/KOLF2-ARID2-A02_FN1_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,FN1,0,NA
WTC_variants_PASS,base_edits,FN1,4,final_intersections_var/WTC_variants_PASS_FN1_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,FOXN1,0,NA
KOLF2-ARID2-A02,CRISPRoff,FOXN1,0,NA
WTB_variants_PASS,CRISPRoff,FOXN1,0,NA
WTC_variants_PASS,CRISPRoff,FOXN1,0,NA
cN8-hNIL,indels,FOXN1,0,NA
KOLF2-ARID2-A02,indels,FOXN1,0,NA
WTB_variants_PASS,indels,FOXN1,0,NA
WTC_variants_PASS,indels,FOXN1,1,final_intersections_var/WTC_variants_PASS_FOXN1_indels_shared.vcf.gz
cN8-hNIL,base_edits,FOXN1,0,NA
KOLF2-ARID2-A02,base_edits,FOXN1,0,NA
WTB_variants_PASS,base_edits,FOXN1,0,NA
WTC_variants_PASS,base_edits,FOXN1,1,final_intersections_var/WTC_variants_PASS_FOXN1_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,FUS,0,NA
KOLF2-ARID2-A02,CRISPRoff,FUS,0,NA
WTB_variants_PASS,CRISPRoff,FUS,0,NA
WTC_variants_PASS,CRISPRoff,FUS,0,NA
cN8-hNIL,indels,FUS,1,final_intersections_var/cN8-hNIL_FUS_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,FUS,1,final_intersections_var/KOLF2-ARID2-A02_FUS_indels_shared.vcf.gz
WTB_variants_PASS,indels,FUS,0,NA
WTC_variants_PASS,indels,FUS,0,NA
cN8-hNIL,base_edits,FUS,0,NA
KOLF2-ARID2-A02,base_edits,FUS,0,NA
WTB_variants_PASS,base_edits,FUS,0,NA
WTC_variants_PASS,base_edits,FUS,0,NA
cN8-hNIL,CRISPRoff,GABBR2,0,NA
KOLF2-ARID2-A02,CRISPRoff,GABBR2,0,NA
WTB_variants_PASS,CRISPRoff,GABBR2,0,NA
WTC_variants_PASS,CRISPRoff,GABBR2,0,NA
cN8-hNIL,indels,GABBR2,0,NA
KOLF2-ARID2-A02,indels,GABBR2,0,NA
WTB_variants_PASS,indels,GABBR2,0,NA
WTC_variants_PASS,indels,GABBR2,1,final_intersections_var/WTC_variants_PASS_GABBR2_indels_shared.vcf.gz
cN8-hNIL,base_edits,GABBR2,0,NA
KOLF2-ARID2-A02,base_edits,GABBR2,1,final_intersections_var/KOLF2-ARID2-A02_GABBR2_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,GABBR2,0,NA
WTC_variants_PASS,base_edits,GABBR2,1,final_intersections_var/WTC_variants_PASS_GABBR2_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,GABRA1,0,NA
KOLF2-ARID2-A02,CRISPRoff,GABRA1,0,NA
WTB_variants_PASS,CRISPRoff,GABRA1,0,NA
WTC_variants_PASS,CRISPRoff,GABRA1,0,NA
cN8-hNIL,indels,GABRA1,0,NA
KOLF2-ARID2-A02,indels,GABRA1,1,final_intersections_var/KOLF2-ARID2-A02_GABRA1_indels_shared.vcf.gz
WTB_variants_PASS,indels,GABRA1,1,final_intersections_var/WTB_variants_PASS_GABRA1_indels_shared.vcf.gz
WTC_variants_PASS,indels,GABRA1,0,NA
cN8-hNIL,base_edits,GABRA1,0,NA
KOLF2-ARID2-A02,base_edits,GABRA1,0,NA
WTB_variants_PASS,base_edits,GABRA1,0,NA
WTC_variants_PASS,base_edits,GABRA1,0,NA
cN8-hNIL,CRISPRoff,GABRD,2,final_intersections_var/cN8-hNIL_GABRD_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,GABRD,0,NA
WTB_variants_PASS,CRISPRoff,GABRD,1,final_intersections_var/WTB_variants_PASS_GABRD_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,GABRD,1,final_intersections_var/WTC_variants_PASS_GABRD_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,GABRD,1,final_intersections_var/cN8-hNIL_GABRD_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,GABRD,0,NA
WTB_variants_PASS,indels,GABRD,1,final_intersections_var/WTB_variants_PASS_GABRD_indels_shared.vcf.gz
WTC_variants_PASS,indels,GABRD,1,final_intersections_var/WTC_variants_PASS_GABRD_indels_shared.vcf.gz
cN8-hNIL,base_edits,GABRD,0,NA
KOLF2-ARID2-A02,base_edits,GABRD,0,NA
WTB_variants_PASS,base_edits,GABRD,1,final_intersections_var/WTB_variants_PASS_GABRD_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,GABRD,1,final_intersections_var/WTC_variants_PASS_GABRD_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,GABRG2,0,NA
KOLF2-ARID2-A02,CRISPRoff,GABRG2,0,NA
WTB_variants_PASS,CRISPRoff,GABRG2,0,NA
WTC_variants_PASS,CRISPRoff,GABRG2,0,NA
cN8-hNIL,indels,GABRG2,1,final_intersections_var/cN8-hNIL_GABRG2_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,GABRG2,0,NA
WTB_variants_PASS,indels,GABRG2,1,final_intersections_var/WTB_variants_PASS_GABRG2_indels_shared.vcf.gz
WTC_variants_PASS,indels,GABRG2,1,final_intersections_var/WTC_variants_PASS_GABRG2_indels_shared.vcf.gz
cN8-hNIL,base_edits,GABRG2,0,NA
KOLF2-ARID2-A02,base_edits,GABRG2,0,NA
WTB_variants_PASS,base_edits,GABRG2,0,NA
WTC_variants_PASS,base_edits,GABRG2,0,NA
cN8-hNIL,CRISPRoff,GFAP,0,NA
KOLF2-ARID2-A02,CRISPRoff,GFAP,0,NA
WTB_variants_PASS,CRISPRoff,GFAP,0,NA
WTC_variants_PASS,CRISPRoff,GFAP,1,final_intersections_var/WTC_variants_PASS_GFAP_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,GFAP,0,NA
KOLF2-ARID2-A02,indels,GFAP,0,NA
WTB_variants_PASS,indels,GFAP,0,NA
WTC_variants_PASS,indels,GFAP,0,NA
cN8-hNIL,base_edits,GFAP,0,NA
KOLF2-ARID2-A02,base_edits,GFAP,1,final_intersections_var/KOLF2-ARID2-A02_GFAP_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,GFAP,0,NA
WTC_variants_PASS,base_edits,GFAP,1,final_intersections_var/WTC_variants_PASS_GFAP_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,GLUL,0,NA
KOLF2-ARID2-A02,CRISPRoff,GLUL,0,NA
WTB_variants_PASS,CRISPRoff,GLUL,0,NA
WTC_variants_PASS,CRISPRoff,GLUL,0,NA
cN8-hNIL,indels,GLUL,0,NA
KOLF2-ARID2-A02,indels,GLUL,0,NA
WTB_variants_PASS,indels,GLUL,1,final_intersections_var/WTB_variants_PASS_GLUL_indels_shared.vcf.gz
WTC_variants_PASS,indels,GLUL,1,final_intersections_var/WTC_variants_PASS_GLUL_indels_shared.vcf.gz
cN8-hNIL,base_edits,GLUL,0,NA
KOLF2-ARID2-A02,base_edits,GLUL,0,NA
WTB_variants_PASS,base_edits,GLUL,0,NA
WTC_variants_PASS,base_edits,GLUL,0,NA
cN8-hNIL,CRISPRoff,GNAO1,0,NA
KOLF2-ARID2-A02,CRISPRoff,GNAO1,0,NA
WTB_variants_PASS,CRISPRoff,GNAO1,0,NA
WTC_variants_PASS,CRISPRoff,GNAO1,1,final_intersections_var/WTC_variants_PASS_GNAO1_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,GNAO1,1,final_intersections_var/cN8-hNIL_GNAO1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,GNAO1,1,final_intersections_var/KOLF2-ARID2-A02_GNAO1_indels_shared.vcf.gz
WTB_variants_PASS,indels,GNAO1,1,final_intersections_var/WTB_variants_PASS_GNAO1_indels_shared.vcf.gz
WTC_variants_PASS,indels,GNAO1,1,final_intersections_var/WTC_variants_PASS_GNAO1_indels_shared.vcf.gz
cN8-hNIL,base_edits,GNAO1,0,NA
KOLF2-ARID2-A02,base_edits,GNAO1,0,NA
WTB_variants_PASS,base_edits,GNAO1,0,NA
WTC_variants_PASS,base_edits,GNAO1,0,NA
cN8-hNIL,CRISPRoff,GNB4,0,NA
KOLF2-ARID2-A02,CRISPRoff,GNB4,0,NA
WTB_variants_PASS,CRISPRoff,GNB4,0,NA
WTC_variants_PASS,CRISPRoff,GNB4,0,NA
cN8-hNIL,indels,GNB4,0,NA
KOLF2-ARID2-A02,indels,GNB4,1,final_intersections_var/KOLF2-ARID2-A02_GNB4_indels_shared.vcf.gz
WTB_variants_PASS,indels,GNB4,0,NA
WTC_variants_PASS,indels,GNB4,1,final_intersections_var/WTC_variants_PASS_GNB4_indels_shared.vcf.gz
cN8-hNIL,base_edits,GNB4,0,NA
KOLF2-ARID2-A02,base_edits,GNB4,1,final_intersections_var/KOLF2-ARID2-A02_GNB4_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,GNB4,0,NA
WTC_variants_PASS,base_edits,GNB4,1,final_intersections_var/WTC_variants_PASS_GNB4_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,GRIN1,0,NA
KOLF2-ARID2-A02,CRISPRoff,GRIN1,0,NA
WTB_variants_PASS,CRISPRoff,GRIN1,0,NA
WTC_variants_PASS,CRISPRoff,GRIN1,0,NA
cN8-hNIL,indels,GRIN1,2,final_intersections_var/cN8-hNIL_GRIN1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,GRIN1,0,NA
WTB_variants_PASS,indels,GRIN1,0,NA
WTC_variants_PASS,indels,GRIN1,0,NA
cN8-hNIL,base_edits,GRIN1,1,final_intersections_var/cN8-hNIL_GRIN1_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,GRIN1,0,NA
WTB_variants_PASS,base_edits,GRIN1,0,NA
WTC_variants_PASS,base_edits,GRIN1,0,NA
cN8-hNIL,CRISPRoff,GSDME,1,final_intersections_var/cN8-hNIL_GSDME_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,GSDME,1,final_intersections_var/KOLF2-ARID2-A02_GSDME_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,GSDME,0,NA
WTC_variants_PASS,CRISPRoff,GSDME,1,final_intersections_var/WTC_variants_PASS_GSDME_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,GSDME,1,final_intersections_var/cN8-hNIL_GSDME_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,GSDME,0,NA
WTB_variants_PASS,indels,GSDME,1,final_intersections_var/WTB_variants_PASS_GSDME_indels_shared.vcf.gz
WTC_variants_PASS,indels,GSDME,0,NA
cN8-hNIL,base_edits,GSDME,0,NA
KOLF2-ARID2-A02,base_edits,GSDME,0,NA
WTB_variants_PASS,base_edits,GSDME,2,final_intersections_var/WTB_variants_PASS_GSDME_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,GSDME,0,NA
cN8-hNIL,CRISPRoff,GUCY2D,0,NA
KOLF2-ARID2-A02,CRISPRoff,GUCY2D,0,NA
WTB_variants_PASS,CRISPRoff,GUCY2D,0,NA
WTC_variants_PASS,CRISPRoff,GUCY2D,0,NA
cN8-hNIL,indels,GUCY2D,0,NA
KOLF2-ARID2-A02,indels,GUCY2D,0,NA
WTB_variants_PASS,indels,GUCY2D,0,NA
WTC_variants_PASS,indels,GUCY2D,0,NA
cN8-hNIL,base_edits,GUCY2D,0,NA
KOLF2-ARID2-A02,base_edits,GUCY2D,0,NA
WTB_variants_PASS,base_edits,GUCY2D,0,NA
WTC_variants_PASS,base_edits,GUCY2D,0,NA
cN8-hNIL,CRISPRoff,HEPACAM,0,NA
KOLF2-ARID2-A02,CRISPRoff,HEPACAM,0,NA
WTB_variants_PASS,CRISPRoff,HEPACAM,0,NA
WTC_variants_PASS,CRISPRoff,HEPACAM,0,NA
cN8-hNIL,indels,HEPACAM,2,final_intersections_var/cN8-hNIL_HEPACAM_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,HEPACAM,2,final_intersections_var/KOLF2-ARID2-A02_HEPACAM_indels_shared.vcf.gz
WTB_variants_PASS,indels,HEPACAM,0,NA
WTC_variants_PASS,indels,HEPACAM,0,NA
cN8-hNIL,base_edits,HEPACAM,0,NA
KOLF2-ARID2-A02,base_edits,HEPACAM,0,NA
WTB_variants_PASS,base_edits,HEPACAM,0,NA
WTC_variants_PASS,base_edits,HEPACAM,0,NA
cN8-hNIL,CRISPRoff,HRG,0,NA
KOLF2-ARID2-A02,CRISPRoff,HRG,0,NA
WTB_variants_PASS,CRISPRoff,HRG,0,NA
WTC_variants_PASS,CRISPRoff,HRG,0,NA
cN8-hNIL,indels,HRG,0,NA
KOLF2-ARID2-A02,indels,HRG,0,NA
WTB_variants_PASS,indels,HRG,1,final_intersections_var/WTB_variants_PASS_HRG_indels_shared.vcf.gz
WTC_variants_PASS,indels,HRG,1,final_intersections_var/WTC_variants_PASS_HRG_indels_shared.vcf.gz
cN8-hNIL,base_edits,HRG,0,NA
KOLF2-ARID2-A02,base_edits,HRG,0,NA
WTB_variants_PASS,base_edits,HRG,0,NA
WTC_variants_PASS,base_edits,HRG,0,NA
cN8-hNIL,CRISPRoff,HTT,0,NA
KOLF2-ARID2-A02,CRISPRoff,HTT,0,NA
WTB_variants_PASS,CRISPRoff,HTT,1,final_intersections_var/WTB_variants_PASS_HTT_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,HTT,1,final_intersections_var/WTC_variants_PASS_HTT_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,HTT,0,NA
KOLF2-ARID2-A02,indels,HTT,0,NA
WTB_variants_PASS,indels,HTT,3,final_intersections_var/WTB_variants_PASS_HTT_indels_shared.vcf.gz
WTC_variants_PASS,indels,HTT,1,final_intersections_var/WTC_variants_PASS_HTT_indels_shared.vcf.gz
cN8-hNIL,base_edits,HTT,0,NA
KOLF2-ARID2-A02,base_edits,HTT,0,NA
WTB_variants_PASS,base_edits,HTT,2,final_intersections_var/WTB_variants_PASS_HTT_base_edits_shared.vcf.gz
WTC_variants_PASS,base_edits,HTT,1,final_intersections_var/WTC_variants_PASS_HTT_base_edits_shared.vcf.gz
cN8-hNIL,CRISPRoff,IFT140,0,NA
KOLF2-ARID2-A02,CRISPRoff,IFT140,0,NA
WTB_variants_PASS,CRISPRoff,IFT140,0,NA
WTC_variants_PASS,CRISPRoff,IFT140,0,NA
cN8-hNIL,indels,IFT140,1,final_intersections_var/cN8-hNIL_IFT140_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,IFT140,0,NA
WTB_variants_PASS,indels,IFT140,0,NA
WTC_variants_PASS,indels,IFT140,0,NA
cN8-hNIL,base_edits,IFT140,0,NA
KOLF2-ARID2-A02,base_edits,IFT140,0,NA
WTB_variants_PASS,base_edits,IFT140,0,NA
WTC_variants_PASS,base_edits,IFT140,0,NA
cN8-hNIL,CRISPRoff,IKZF2,0,NA
KOLF2-ARID2-A02,CRISPRoff,IKZF2,0,NA
WTB_variants_PASS,CRISPRoff,IKZF2,0,NA
WTC_variants_PASS,CRISPRoff,IKZF2,0,NA
cN8-hNIL,indels,IKZF2,1,final_intersections_var/cN8-hNIL_IKZF2_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,IKZF2,0,NA
WTB_variants_PASS,indels,IKZF2,0,NA
WTC_variants_PASS,indels,IKZF2,0,NA
cN8-hNIL,base_edits,IKZF2,0,NA
KOLF2-ARID2-A02,base_edits,IKZF2,0,NA
WTB_variants_PASS,base_edits,IKZF2,0,NA
WTC_variants_PASS,base_edits,IKZF2,0,NA
cN8-hNIL,CRISPRoff,IMPDH1,0,NA
KOLF2-ARID2-A02,CRISPRoff,IMPDH1,0,NA
WTB_variants_PASS,CRISPRoff,IMPDH1,0,NA
WTC_variants_PASS,CRISPRoff,IMPDH1,0,NA
cN8-hNIL,indels,IMPDH1,0,NA
KOLF2-ARID2-A02,indels,IMPDH1,1,final_intersections_var/KOLF2-ARID2-A02_IMPDH1_indels_shared.vcf.gz
WTB_variants_PASS,indels,IMPDH1,1,final_intersections_var/WTB_variants_PASS_IMPDH1_indels_shared.vcf.gz
WTC_variants_PASS,indels,IMPDH1,2,final_intersections_var/WTC_variants_PASS_IMPDH1_indels_shared.vcf.gz
cN8-hNIL,base_edits,IMPDH1,0,NA
KOLF2-ARID2-A02,base_edits,IMPDH1,0,NA
WTB_variants_PASS,base_edits,IMPDH1,0,NA
WTC_variants_PASS,base_edits,IMPDH1,0,NA
cN8-hNIL,CRISPRoff,ISL1,1,final_intersections_var/cN8-hNIL_ISL1_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,ISL1,1,final_intersections_var/KOLF2-ARID2-A02_ISL1_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,ISL1,0,NA
WTC_variants_PASS,CRISPRoff,ISL1,0,NA
cN8-hNIL,indels,ISL1,0,NA
KOLF2-ARID2-A02,indels,ISL1,0,NA
WTB_variants_PASS,indels,ISL1,0,NA
WTC_variants_PASS,indels,ISL1,0,NA
cN8-hNIL,base_edits,ISL1,0,NA
KOLF2-ARID2-A02,base_edits,ISL1,0,NA
WTB_variants_PASS,base_edits,ISL1,0,NA
WTC_variants_PASS,base_edits,ISL1,0,NA
cN8-hNIL,CRISPRoff,ITGB3,5,final_intersections_var/cN8-hNIL_ITGB3_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,ITGB3,0,NA
WTB_variants_PASS,CRISPRoff,ITGB3,0,NA
WTC_variants_PASS,CRISPRoff,ITGB3,0,NA
cN8-hNIL,indels,ITGB3,0,NA
KOLF2-ARID2-A02,indels,ITGB3,1,final_intersections_var/KOLF2-ARID2-A02_ITGB3_indels_shared.vcf.gz
WTB_variants_PASS,indels,ITGB3,0,NA
WTC_variants_PASS,indels,ITGB3,0,NA
cN8-hNIL,base_edits,ITGB3,0,NA
KOLF2-ARID2-A02,base_edits,ITGB3,1,final_intersections_var/KOLF2-ARID2-A02_ITGB3_base_edits_shared.vcf.gz
WTB_variants_PASS,base_edits,ITGB3,0,NA
WTC_variants_PASS,base_edits,ITGB3,0,NA
cN8-hNIL,CRISPRoff,ITPR1,0,NA
KOLF2-ARID2-A02,CRISPRoff,ITPR1,2,final_intersections_var/KOLF2-ARID2-A02_ITPR1_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,ITPR1,2,final_intersections_var/WTB_variants_PASS_ITPR1_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,ITPR1,2,final_intersections_var/WTC_variants_PASS_ITPR1_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,ITPR1,0,NA
KOLF2-ARID2-A02,indels,ITPR1,2,final_intersections_var/KOLF2-ARID2-A02_ITPR1_indels_shared.vcf.gz
WTB_variants_PASS,indels,ITPR1,1,final_intersections_var/WTB_variants_PASS_ITPR1_indels_shared.vcf.gz
WTC_variants_PASS,indels,ITPR1,2,final_intersections_var/WTC_variants_PASS_ITPR1_indels_shared.vcf.gz
cN8-hNIL,base_edits,ITPR1,0,NA
KOLF2-ARID2-A02,base_edits,ITPR1,0,NA
WTB_variants_PASS,base_edits,ITPR1,0,NA
WTC_variants_PASS,base_edits,ITPR1,0,NA
cN8-hNIL,CRISPRoff,KCNQ4,0,NA
KOLF2-ARID2-A02,CRISPRoff,KCNQ4,1,final_intersections_var/KOLF2-ARID2-A02_KCNQ4_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,KCNQ4,1,final_intersections_var/WTB_variants_PASS_KCNQ4_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,KCNQ4,0,NA
cN8-hNIL,indels,KCNQ4,1,final_intersections_var/cN8-hNIL_KCNQ4_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,KCNQ4,1,final_intersections_var/KOLF2-ARID2-A02_KCNQ4_indels_shared.vcf.gz
WTB_variants_PASS,indels,KCNQ4,0,NA
WTC_variants_PASS,indels,KCNQ4,3,final_intersections_var/WTC_variants_PASS_KCNQ4_indels_shared.vcf.gz
cN8-hNIL,base_edits,KCNQ4,0,NA
KOLF2-ARID2-A02,base_edits,KCNQ4,0,NA
WTB_variants_PASS,base_edits,KCNQ4,0,NA
WTC_variants_PASS,base_edits,KCNQ4,0,NA
cN8-hNIL,CRISPRoff,KCNT1,0,NA
KOLF2-ARID2-A02,CRISPRoff,KCNT1,0,NA
WTB_variants_PASS,CRISPRoff,KCNT1,0,NA
WTC_variants_PASS,CRISPRoff,KCNT1,0,NA
cN8-hNIL,indels,KCNT1,2,final_intersections_var/cN8-hNIL_KCNT1_indels_shared.vcf.gz
KOLF2-ARID2-A02,indels,KCNT1,0,NA
WTB_variants_PASS,indels,KCNT1,1,final_intersections_var/WTB_variants_PASS_KCNT1_indels_shared.vcf.gz
WTC_variants_PASS,indels,KCNT1,1,final_intersections_var/WTC_variants_PASS_KCNT1_indels_shared.vcf.gz
cN8-hNIL,base_edits,KCNT1,1,final_intersections_var/cN8-hNIL_KCNT1_base_edits_shared.vcf.gz
KOLF2-ARID2-A02,base_edits,KCNT1,0,NA
WTB_variants_PASS,base_edits,KCNT1,0,NA
WTC_variants_PASS,base_edits,KCNT1,0,NA
cN8-hNIL,CRISPRoff,KDM3B,0,NA
KOLF2-ARID2-A02,CRISPRoff,KDM3B,0,NA
WTB_variants_PASS,CRISPRoff,KDM3B,0,NA
WTC_variants_PASS,CRISPRoff,KDM3B,0,NA
cN8-hNIL,indels,KDM3B,0,NA
KOLF2-ARID2-A02,indels,KDM3B,2,final_intersections_var/KOLF2-ARID2-A02_KDM3B_indels_shared.vcf.gz
WTB_variants_PASS,indels,KDM3B,0,NA
WTC_variants_PASS,indels,KDM3B,1,final_intersections_var/WTC_variants_PASS_KDM3B_indels_shared.vcf.gz
cN8-hNIL,base_edits,KDM3B,0,NA
KOLF2-ARID2-A02,base_edits,KDM3B,0,NA
WTB_variants_PASS,base_edits,KDM3B,0,NA
WTC_variants_PASS,base_edits,KDM3B,0,NA
cN8-hNIL,CRISPRoff,KDM4B,0,NA
KOLF2-ARID2-A02,CRISPRoff,KDM4B,0,NA
WTB_variants_PASS,CRISPRoff,KDM4B,0,NA
WTC_variants_PASS,CRISPRoff,KDM4B,1,final_intersections_var/WTC_variants_PASS_KDM4B_CRISPRoff_shared.vcf.gz
cN8-hNIL,indels,KDM4B,0,NA
KOLF2-ARID2-A02,indels,KDM4B,0,NA
WTB_variants_PASS,indels,KDM4B,0,NA
WTC_variants_PASS,indels,KDM4B,1,final_intersections_var/WTC_variants_PASS_KDM4B_indels_shared.vcf.gz
cN8-hNIL,base_edits,KDM4B,0,NA
KOLF2-ARID2-A02,base_edits,KDM4B,0,NA
WTB_variants_PASS,base_edits,KDM4B,0,NA
WTC_variants_PASS,base_edits,KDM4B,0,NA
cN8-hNIL,CRISPRoff,KDR,0,NA
KOLF2-ARID2-A02,CRISPRoff,KDR,4,final_intersections_var/KOLF2-ARID2-A02_KDR_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,KDR,4,final_intersections_var/WTB_variants_PASS_KDR_CRISPRoff_shared.vcf.gz
WTC_variants_PASS,CRISPRoff,KDR,0,NA
cN8-hNIL,indels,KDR,0,NA
KOLF2-ARID2-A02,indels,KDR,1,final_intersections_var/KOLF2-ARID2-A02_KDR_indels_shared.vcf.gz
WTB_variants_PASS,indels,KDR,2,final_intersections_var/WTB_variants_PASS_KDR_indels_shared.vcf.gz
WTC_variants_PASS,indels,KDR,1,final_intersections_var/WTC_variants_PASS_KDR_indels_shared.vcf.gz
cN8-hNIL,base_edits,KDR,0,NA
KOLF2-ARID2-A02,base_edits,KDR,0,NA
WTB_variants_PASS,base_edits,KDR,0,NA
WTC_variants_PASS,base_edits,KDR,0,NA
cN8-hNIL,CRISPRoff,KIF1A,2,final_intersections_var/cN8-hNIL_KIF1A_CRISPRoff_shared.vcf.gz
KOLF2-ARID2-A02,CRISPRoff,KIF1A,2,final_intersections_var/KOLF2-ARID2-A02_KIF1A_CRISPRoff_shared.vcf.gz
WTB_variants_PASS,CRISPRoff,KIF1A,0,NA
WTC_variants_PASS,CRISPRoff,KIF1A,0,NA
cN8-hNIL,indels,KIF1A,0,NA
KOLF2-ARID2-A02,indels,KIF1A,0,NA
WTB_variants_PASS,indels,KIF1A,0,NA
WTC_variants_PASS,indels,KIF1A,0,NA
cN8-hNIL,base_edits,KIF1A,0,NA
KOLF2-ARID2-A02,base_edits,KIF1A,0,NA
